Animal type;Country;Weight kg;Body Length cm;Gender;Animal code;Latitude;Longitude;Animal name;Observation date;Data compiled by
red squirrel;poland;0.271;19;female;;52.211797;21.032857;;24.04.2024;anne anthony
red squirrel;poland;0.329;24;female;;52.212045;21.031986;;24.04.2024;anne anthony
lynx;austria;20;90;male;;47.781188;14.385356;;24.04.2024;bob bobson
lynx;austria;26;91;female;;47.780999;14.382120;;24.04.2024;bob bobson
hedgehog;slovakia;0.6;15;female;;48.185648;17.083763;;24.04.2024;john johnson
lynx;poland;14;65;female;;52.851841;23.891580;;25.04.2024;anne anthony
red squirrel;poland;0.311;21;male;;52.212203;21.032279;;25.04.2024;anne anthony
hedgehog;slovakia;0.7;16;male;;48.185433;17.086216;;26.04.2024;john johnson
red squirrel;poland;0.29;24;female;;52.212763;21.032786;;27.04.2024;anne anthony
hedgehog;slovakia;1.2;22;male;;48.186913;17.088174;;27.04.2024;john johnson
hedgehog;slovakia;0.7;24;female;;48.185649;17.088834;;27.04.2024;john johnson
lynx;poland;12;52;male;;52.848214;23.891978;;28.04.2024;anne anthony
lynx;poland;27;95;female;;52.853843;23.919668;;28.04.2024;anne anthony
red squirrel;poland;0.312;23;male;;52.212120;21.034268;;28.04.2024;anne anthony
hedgehog;germany;0.5;20;male;;49.553240;11.074008;;28.04.2024;bob bobson
hedgehog;germany;1.1;20;female;;49.551562;11.081737;;28.04.2024;bob bobson
hedgehog;germany;0.6;18;male;;49.547376;11.079529;;28.04.2024;bob bobson
hedgehog;germany;0.8;20;male;;49.560178;11.093259;;28.04.2024;bob bobson
hedgehog;germany;0.8;19;male;;49.558968;11.106642;;28.04.2024;bob bobson
hedgehog;slovakia;0.9;20;male;;48.186370;17.090384;;28.04.2024;john johnson
hedgehog;hungary;0.6;16;female;;47.506035;18.944528;;29.04.2024;anne anthony
red squirrel;poland;0.27;21;female;;52.212390;21.034548;basia;29.04.2024;anne anthony
hedgehog;slovakia;1.1;23;male;;48.183848;17.082806;;29.04.2024;john johnson
lynx;slovakia;22;73;male;;48.410551;18.864866;;29.04.2024;john johnson
red squirrel;poland;0.292;20;female;;52.212433;21.032496;;30.04.2024;anne anthony
;;;;;;;;;03.05.2024;james johnson
red squirrel;poland;0.305;19;female;;52.212746;21.033832;;09.05.2024;anne anthony
hedgehog;slovakia;0.7;22;male;;48.232760;17.069049;;09.05.2024;john johnson
hedgehog;hungary;0.7;16;male;;47.509595;18.939751;;10.05.2024;anne anthony
hedgehog;hungary;1;20;male;;47.511301;18.939740;;10.05.2024;anne anthony
red squirrel;poland;0.264;21;male;;52.212148;21.033421;;11.05.2024;anne anthony
hedgehog;germany;0.7;24;male;;49.560230;11.102233;;11.05.2024;bob bobson
hedgehog;germany;1.1;19;female;;49.548410;11.078249;;11.05.2024;bob bobson
hedgehog;slovakia;0.8;24;female;;48.239628;17.087298;;11.05.2024;john johnson
hedgehog;hungary;1;23;female;;47.507376;18.939600;;12.05.2024;anne anthony
red squirrel;poland;0.266;20;male;;52.212429;21.032435;;12.05.2024;anne anthony
hedgehog;slovakia;0.5;19;male;;48.231939;17.087688;;12.05.2024;john johnson
red squirrel;poland;0.266;21;female;;52.212840;21.034377;;13.05.2024;anne anthony
red squirrel;poland;0.317;20;female;;52.212163;21.032633;;13.05.2024;anne anthony
hedgehog;slovakia;1;18;male;;48.225014;17.081449;;13.05.2024;john johnson
hedgehog;hungary;0.6;17;female;;47.506311;18.947371;;14.05.2024;anne anthony
red squirrel;poland;0.27;23;female;;52.212553;21.032768;;14.05.2024;anne anthony
hedgehog;slovakia;0.7;22;female;;48.225116;17.086408;;14.05.2024;john johnson
red squirrel;poland;0.279;22;male;;52.212411;21.033173;;15.05.2024;anne anthony
hedgehog;hungary;1;18;female;;47.507019;18.944015;;16.05.2024;anne anthony
hedgehog;slovakia;0.4;13;male;;48.237386;17.078352;;16.05.2024;john johnson
hedgehog;hungary;;;male;;47.510077;18.945646;;17.05.2024;anne anthony
hedgehog;hungary;0.7;11;female;;47.507758;18.949223;;17.05.2024;anne anthony
red squirrel;poland;0.28;19;female;;52.212542;21.033829;;17.05.2024;anne anthony
red squirrel;poland;0.26;19;male;;52.212628;21.034494;;17.05.2024;anne anthony
red squirrel;poland;0.294;24;female;;52.212940;21.034208;;17.05.2024;anne anthony
hedgehog;slovakia;0.6;20;male;;48.235981;17.081698;;17.05.2024;john johnson
hedgehog;slovakia;0.8;16;female;;48.234930;17.084813;;17.05.2024;john johnson
lynx;slovakia;18;76;male;;48.412724;18.868878;;17.05.2024;john johnson
red squirrel;poland;0.306;21;male;;52.211896;21.033806;;18.05.2024;anne anthony
red squirrel;poland;0.277;22;male;;52.211924;21.033243;;18.05.2024;anne anthony
hedgehog;hungary;1.1;22;female;;47.510584;18.941730;;19.05.2024;anne anthony
hedgehog;slovakia;0.6;19;female;;48.236605;17.071495;;19.05.2024;john johnson
lynx;slovakia;22;85;male;;48.411436;18.864780;;19.05.2024;john johnson
red squirrel;poland;0.341;21;female;;52.212295;21.034039;;20.05.2024;anne anthony
red squirrel;poland;0.338;22;female;;52.212915;21.033226;;21.05.2024;anne anthony
red squirrel;poland;0.311;19;female;;52.212601;21.032613;;21.05.2024;anne anthony
hedgehog;slovakia;1.2;25;male;;48.231497;17.073128;;21.05.2024;john johnson
hedgehog;slovakia;0.4;16;female;;48.238634;17.074895;;21.05.2024;john johnson
red squirrel;poland;0.308;23;male;;52.212245;21.032988;;22.05.2024;anne anthony
red squirrel;poland;0.308;22;female;;52.212583;21.032932;;22.05.2024;anne anthony
red squirrel;poland;0.29;23;male;;52.212065;21.034571;;23.05.2024;anne anthony
hedgehog;slovakia;0.5;16;male;;48.231214;17.084105;;23.05.2024;john johnson
lynx;czech republic;21;91;female;;50.881878;14.371969;;23.05.2024;john johnson
red squirrel;poland;0.346;22;female;;52.212305;21.033921;;24.05.2024;anne anthony
hedgehog;slovakia;0.7;20;female;;48.231411;17.075484;;24.05.2024;john johnson
red squirrel;poland;;;male;;52.212906;21.033210;;25.05.2024;anne anthony
red squirrel;poland;0.327;24;female;;52.822110;23.814403;;26.05.2024;anne anthony
hedgehog;slovakia;0.8;18;male;;48.237588;17.090344;;26.05.2024;john johnson
hedgehog;slovakia;0.7;18;female;;48.232775;17.070226;;27.05.2024;john johnson
red squirrel;poland;0.274;23;male;;52.821631;23.813638;;28.05.2024;anne anthony
red squirrel;poland;0.31;19;female;;52.821524;23.817037;basia;29.05.2024;anne anthony
hedgehog;slovakia;0.8;18;male;;48.226890;17.084025;;29.05.2024;john johnson
lynx;slovakia;25;101;female;;48.412941;18.863684;;29.05.2024;john johnson
hedgehog;slovakia;0.6;18;female;;48.237124;17.085811;;30.05.2024;john johnson
red squirrel;poland;0.315;24;female;;52.822950;23.812750;;31.05.2024;anne anthony
red squirrel;poland;0.293;22;female;;52.820813;23.809086;;31.05.2024;anne anthony
red squirrel;poland;0.302;24;male;;52.825793;23.811068;;31.05.2024;anne anthony
red squirrel;poland;0.299;20;female;;52.820308;23.809736;;31.05.2024;anne anthony
hedgehog;slovakia;0.6;15;male;;48.228141;17.089055;;31.05.2024;john johnson
lynx;slovakia;30;115;male;;48.408025;18.865229;;31.05.2024;john johnson
red squirrel;poland;0.325;20;male;;52.823959;23.817073;;01.06.2024;anne anthony
red squirrel;poland;0.276;22;male;;52.825746;23.815204;;01.06.2024;anne anthony
red squirrel;poland;0.298;24;female;;52.823595;23.814758;;01.06.2024;anne anthony
red squirrel;poland;0.322;23;male;;52.825363;23.816829;;01.06.2024;anne anthony
red squirrel;poland;0.344;22;female;;52.821958;23.811375;;01.06.2024;anne anthony
red squirrel;poland;0.323;22;female;;52.823084;23.816106;;01.06.2024;anne anthony
hedgehog;slovakia;0.6;15;male;;48.238913;17.065508;;02.06.2024;john johnson
;;;;;;;;;03.06.2024;james johnson
hedgehog;slovakia;0.7;14;female;;48.237762;17.067101;;03.06.2024;john johnson
hedgehog;slovakia;0.7;17;female;;48.238517;17.090268;;03.06.2024;john johnson
hedgehog;slovakia;0.7;24;male;;48.232384;17.067453;;05.06.2024;john johnson
red squirrel;czech republic;0.324;19;male;;50.881376;14.367503;;06.06.2024;john johnson
red squirrel;czech republic;0.324;19;female;;50.883325;14.372463;;06.06.2024;john johnson
lynx;slovakia;19;84;female;;48.408917;18.862915;;07.06.2024;john johnson
red squirrel;czech republic;0.291;21;female;;50.881428;14.366689;;08.06.2024;john johnson
red squirrel;czech republic;0.258;20;male;;50.882642;14.372818;;08.06.2024;john johnson
red squirrel;czech republic;0.333;23;male;;50.883849;14.367353;;10.06.2024;john johnson
red squirrel;czech republic;0.278;18;female;;50.884288;14.372837;;11.06.2024;john johnson
lynx;slovakia;23;95;male;;48.411736;18.874597;;19.06.2024;john johnson
lynx;slovakia;11;52;female;;48.411790;18.871650;;19.06.2024;john johnson
lynx?;czech republic;25;97;female;;50.881003;14.369286;;30.06.2024;john johnson
lynx;slovakia;15;65;female;;48.406339;18.841071;;03.07.2024;james johnson
lynx;slovakia;18;85;male;;48.411729;18.835591;;03.07.2024;james johnson
red squirel;slovakia;0.297;20;not determined;;49.054132;22.411066;;03.07.2024;james johnson
red squirrel;slovakia;0.273;23;female;;49.055962;22.425527;;03.07.2024;james johnson
red squirrel;slovakia;0.254;19;male;;49.055646;22.412458;;03.07.2024;james johnson
red squirrel;slovakia;0.305;20;female;;49.052910;22.420861;;03.07.2024;james johnson
red squirrel;slovakia;0.327;19;female;;49.055547;22.411172;;03.07.2024;james johnson
red squirrell;slovakia;0.305;20;male;;49.054647;22.410445;;03.07.2024;james johnson
;;;;;;;;;03.07.2024;james johnson
hedgehog;slovakia;1;17;male;;48.226063;17.078596;;05.07.2024;james johnson
hedgehog;slovakia;0.6;16;female;;48.238067;17.090891;;05.07.2024;james johnson
hedgehog;slovakia;1.1;20;female;;48.239540;17.066719;;05.07.2024;james johnson
red squirrel;slovakia;0.327;23;male;;49.057284;22.423861;;03.08.2024;james johnson
red squirrel;slovakia;0.319;22;female;;49.054751;22.419160;;03.08.2024;james johnson
red squirrel;slovakia;0.303;20;male;;49.055930;22.424085;;03.08.2024;james johnson
;;;;;;;;;03.08.2024;james johnson
lynx?;slovakia;12;61;male;;48.413928;18.835281;;03.09.2024;james johnson
red squirrel;slovakia;0.309;20;female;;49.057758;22.415169;;03.09.2024;james johnson
red squirrel;slovakia;0.332;19;male;;48.185695;17.090742;;03.09.2024;james johnson
red squirrel;slovakia;0.331;18;female;;48.186040;17.091147;;03.11.2024;james johnson
;;;;;;;;;03.13.2024;james johnson
;;;;;;;;;03.14.2024;james johnson
;;;;;;;;;03.22.2024;james johnson
hedgehog;hungary;;;male;;47.509755;18.949465;;1 may 2024;anne anthony
hedgehog;hungary;0.9;16;female;;47.507053;18.943306;;1 may 2024;anne anthony
red squirrel;poland;0.281;21;male;;52.211985;21.032869;;1 may 2024;anne anthony
hedgehog;slovakia;0.6;19;female;;48.184621;17.089464;;1 may 2024;john johnson
lynx;slovakia;27;96;male;;48.406669;18.871602;;1 may 2024;john johnson
lynx;poland;13;63;female;;52.846379;23.904990;;2 may 2024;anne anthony
lynx?;poland;20;87;female;;52.852069;23.900870;;2 may 2024;anne anthony
red squirrel;poland;0.282;22;female;;52.212911;21.034175;;2 may 2024;anne anthony
red squirrel;germany;0.305;21;female;;48.162609;11.494157;;2 may 2024;bob bobson
european bison;czech republic;727;210;male;;50.643056;14.843037;;2 may 2024;john johnson
lynx;slovakia;25;107;female;;48.408475;18.872535;;2 may 2024;john johnson
hedgehog;hungary;1.2;26;male;;47.509103;18.948171;;3 may 2024;anne anthony
hedgehog;slovakia;1.1;22;male;;48.183927;17.090716;;3 may 2024;john johnson
red squirrel;poland;0.317;19;female;;52.212310;21.033586;zuzia;4 may 2024;anne anthony
hedgehog;hungary;0.7;26;male;;47.510697;18.948588;;5 may 2024;anne anthony
hedgehog;hungary;1.1;21;female;;47.505903;18.948538;;5 may 2024;anne anthony
lynx;poland;24;89;female;;52.847483;23.906057;;5 may 2024;anne anthony
hedgehog;germany;0.6;23;female;;49.561220;11.082195;;5 may 2024;bob bobson
hedgehog;germany;0.7;21;female;;49.559523;11.103684;;5 may 2024;bob bobson
hedgehog;germany;0.6;23;male;;49.547725;11.082734;;5 may 2024;bob bobson
hedgehog;slovakia;1;21;male;;48.185893;17.08942;;5 may 2024;john johnson
hedgehog;slovakia;0.4;16;male;;48.187845;17.086572;;5 may 2024;john johnson
hedgehog;slovakia;0.7;19;female;;48.184278;17.086878;;5 may 2024;john johnson
red squirrel;poland;0.301;22;male;;52.212760;21.034189;;6 may 2024;anne anthony
red squirrel;poland;0.343;22;male;;52.212497;21.033515;;6 may 2024;anne anthony
red squirrel;poland;0.307;20;female;;52.212144;21.033534;;6 may 2024;anne anthony
hedgehog;slovakia;0.8;21;male;;48.187468;17.088827;;6 may 2024;john johnson
hedgehog;hungary;0.9;23;male;;47.510055;18.944356;;7 may 2024;anne anthony
red squirrel;poland;0.346;20;female;;52.212001;21.033187;lola;7 may 2024;anne anthony
hedgehog;germany;1;23;female;;49.561356;11.105334;;7 may 2024;bob bobson
hedgehog;germany;0.5;17;female;;49.561569;11.087046;;7 may 2024;bob bobson
hedgehog;hungary;0.9;16;female;;47.509860;18.939943;;8 may 2024;anne anthony
